['function', 'address', 'id']
['ProductMetadataDynamicTagHeuristicsInit', '00000000100F3710', '443']
['ProductMetadataDynamicTagsArrayClear', '0000000010144150', '444']
['ProductMetadataDynamicTagsArrayInit', '00000000100F3CC0', '445']
['ProductMetadataDynamicTagsClear', '00000000101441C0', '446']
['ProductMetadataDynamicTagsInit', '00000000100F46D0', '447']
['ProductMetadataLocaleDataResourceClear', '00000000101441F0', '448']
['ProductMetadataLocaleDataResourceInit', '00000000100F4730', '449']
['ProductMetadataPatchComponentMetadataArrayClear', '0000000010144220', '450']
['ProductMetadataPatchComponentMetadataArrayInit', '00000000100F3CC0', '451']
['ProductMetadataPatchComponentMetadataClear', '00000000101442B0', '452']
['ProductMetadataPatchComponentMetadataInit', '00000000100F4890', '453']
['ProductMetadataPatchSetMetadataClear', '0000000010144300', '454']
['ProductMetadataPatchSetMetadataInit', '00000000100F3710', '455']
['ProductMetadataPatchSetMetadataKVArrayClear', '0000000010144320', '456']
['ProductMetadataPatchSetMetadataKVArrayInit', '00000000100F3CC0', '457']
['ProductMetadataPatchlineMetadataClear', '0000000010144390', '458']
['ProductMetadataPatchlineMetadataInit', '00000000101445B0', '459']
['ProductMetadataPatchlineMetadataKVArrayClear', '00000000101445D0', '460']
['ProductMetadataPatchlineMetadataKVArrayInit', '00000000100F3CC0', '461']
['ProductMetadataPlayerAffinityProductTokenClear', '0000000010144860', '462']
['ProductMetadataPlayerAffinityProductTokenInit', '00000000100F46D0', '463']
['ProductMetadataProductDefinitionClear', '0000000010144890', '464']
['ProductMetadataProductDefinitionInit', '00000000100F46D0', '465']
['ProductMetadataProductDefinitionKVArrayClear', '00000000101448C0', '466']
['ProductMetadataProductDefinitionKVArrayInit', '00000000100F3CC0', '467']
['ProductMetadataProductDefinitionMapClear', '0000000010144950', '468']
['ProductMetadataProductDefinitionMapInit', '00000000100F3710', '469']
['ProductMetadataProductMetadataClear', '0000000010144970', '470']
['ProductMetadataProductMetadataInit', '00000000100F46D0', '471']
['ProductMetadataProductMetadataKVArrayClear', '00000000101449A0', '472']
['ProductMetadataProductMetadataKVArrayInit', '00000000100F3CC0', '473']
['ProductMetadataProductMetadataMapClear', '0000000010144A30', '474']
['ProductMetadataProductMetadataMapInit', '00000000100F3710', '475']
['ProductMetadataRegionDataResourceClear', '00000000101441F0', '476']
['ProductMetadataRegionDataResourceInit', '00000000100F4730', '477']
['ProductMetadataRegionLocaleClear', '00000000100F36E0', '478']
['ProductMetadataRegionLocaleInit', '00000000100F3710', '479']
['ProductMetadataSecondaryPatchlineMapClear', '0000000010144A50', '480']
['ProductMetadataSecondaryPatchlineMapInit', '00000000100F3710', '481']
['ProductMetadataSecondaryPatchlineMetadataArrayClear', '0000000010144A70', '482']
['ProductMetadataSecondaryPatchlineMetadataArrayInit', '00000000100F3CC0', '483']
['ProductMetadataSecondaryPatchlineMetadataClear', '0000000010144B10', '484']
['ProductMetadataSecondaryPatchlineMetadataInit', '00000000100F5480', '485']
['ProductMetadataSecondaryPatchlineMetadataKVArrayClear', '0000000010144B70', '486']
['ProductMetadataSecondaryPatchlineMetadataKVArrayInit', '00000000100F3CC0', '487']
['ProductMetadataShardsDataResourceArrayClear', '0000000010144C20', '488']
['ProductMetadataShardsDataResourceArrayInit', '00000000100F3CC0', '489']
['ProductMetadataShardsDataResourceClear', '0000000010144C90', '490']
['ProductMetadataShardsDataResourceInit', '00000000100F4730', '491']
['ProductSessionHeartbeatInfoClear', '0000000010144CC0', '492']
['ProductSessionHeartbeatInfoInit', '00000000100F3710', '493']
['ProductSessionLaunchConfigurationClear', '0000000010143CE0', '494']
['ProductSessionLaunchConfigurationInit', '00000000100F36C0', '495']
['ProductSessionSessionClear', '0000000010144CE0', '496']
['ProductSessionSessionHeartbeatClear', '00000000100F3740', '497']
['ProductSessionSessionHeartbeatInit', '00000000100F3740', '498']
['ProductSessionSessionInit', '0000000010144D60', '499']
['ProductSessionSessionKVArrayClear', '0000000010144D80', '500']
['ProductSessionSessionKVArrayInit', '00000000100F3CC0', '501']
['RewardsRewardArrayClear', '000000001018F190', '502']
['RewardsRewardArrayInit', '00000000100F3CC0', '503']
['RewardsRewardClear', '000000001018F230', '504']
['RewardsRewardGrantArrayClear', '000000001018F290', '505']
['RewardsRewardGrantArrayInit', '00000000100F3CC0', '506']
['RewardsRewardGrantClear', '000000001018F300', '507']
['RewardsRewardGrantInit', '000000001018F330', '508']
['RewardsRewardInit', '00000000100F4AA0', '509']
['RewardsRewardsProductConfigClear', '000000001018F350', '510']
['RewardsRewardsProductConfigInit', '00000000100F3610', '511']
['RewardsSelectionRequestDTOClear', '000000001018F380', '512']
['RewardsSelectionRequestDTOInit', '00000000100F4730', '513']
['RewardsSelectionStrategyConfigClear', '00000000100F3710', '514']
['RewardsSelectionStrategyConfigInit', '00000000100F3710', '515']
['RewardsSvcRewardGrantClear', '000000001018F3C0', '516']
['RewardsSvcRewardGrantElementArrayClear', '000000001018F450', '517']
['RewardsSvcRewardGrantElementArrayInit', '00000000100F3CC0', '518']
['RewardsSvcRewardGrantElementClear', '000000001018F520', '519']
['RewardsSvcRewardGrantElementInit', '00000000100F3E70', '520']
['RewardsSvcRewardGrantInit', '000000001018F5A0', '521']
['RewardsSvcRewardGroupArrayClear', '000000001018F5C0', '522']
['RewardsSvcRewardGroupArrayInit', '00000000100F3CC0', '523']
['RewardsSvcRewardGroupClear', '000000001018F6B0', '524']
['RewardsSvcRewardGroupInit', '00000000101439E0', '525']
['RiotClientAuthApiAliasClear', '00000000100F5260', '526']
['RiotClientAuthApiAliasInit', '00000000100F3710', '527']
['RiotClientAuthApiAuthorizationClear', '000000001018F760', '528']
['RiotClientAuthApiAuthorizationInit', '000000001018F820', '529']
['RiotClientAuthApiClientDetailsClear', '00000000100F4750', '530']
['RiotClientAuthApiClientDetailsInit', '00000000100F3740', '531']
['RiotClientAuthApiHomeBaseCountryClear', '00000000100F5260', '532']
['RiotClientAuthApiHomeBaseCountryInit', '00000000100F3710', '533']
['RiotClientAuthApiIdClaimsClear', '000000001018F840', '534']
['RiotClientAuthApiIdClaimsInit', '00000000100F4C10', '535']
['RiotClientAuthApiLoginCountryClear', '00000000100F4750', '536']
['RiotClientAuthApiLoginCountryInit', '00000000100F3740', '537']
['RiotClientAuthApiUserInfoClear', '000000001018F8B0', '538']
['RiotClientAuthApiUserInfoInit', '00000000100F53C0', '539']
['RiotClientAuthApiUserInfoSummonerClear', '00000000100F4750', '540']
['RiotClientAuthApiUserInfoSummonerInit', '00000000100F3740', '541']
['RiotClientAuthRsoAuthAccessTokenClear', '000000001018F950', '542']
['RiotClientAuthRsoAuthAccessTokenInit', '00000000100F36C0', '543']
['RiotClientAuthRsoAuthIdTokenClear', '000000001018F990', '544']
['RiotClientAuthRsoAuthIdTokenInit', '00000000100F4C10', '545']
['RiotGamesApiErrorFree', '00000000100AA350', '546']
['RiotGamesApiErrorInit', '00000000100AA3A0', '547']
['RiotGamesApiFreeBoolArray', '000000001018F9E0', '548']
['RiotGamesApiFreeCBindingProperty', '000000001018FA10', '549']
['RiotGamesApiFreeCBindingPropertyArray', '000000001018FA20', '550']
['RiotGamesApiFreeDoubleArray', '000000001018F9E0', '551']
['RiotGamesApiFreeFloatArray', '000000001018F9E0', '552']
['RiotGamesApiFreeInt16Array', '000000001018F9E0', '553']
['RiotGamesApiFreeInt32Array', '000000001018F9E0', '554']
['RiotGamesApiFreeInt64Array', '000000001018F9E0', '555']
['RiotGamesApiFreeInt8Array', '000000001018F9E0', '556']
['RiotGamesApiFreeString', '000000001018FA80', '557']
['RiotGamesApiFreeStringArray', '000000001018FAA0', '558']
['RiotGamesApiFreeUint16Array', '000000001018F9E0', '559']
['RiotGamesApiFreeUint32Array', '000000001018F9E0', '560']
['RiotGamesApiFreeUint64Array', '000000001018F9E0', '561']
['RiotGamesApiFreeUint8Array', '000000001018F9E0', '562']
['RiotGamesApiUnsubscribe', '000000001018FB10', '563']
['RiotGamesApi_PlatformUI_BaseComponent_AddReference', '000000001092C260', '564']
['RiotGamesApi_PlatformUI_BaseComponent_Release', '000000001092C270', '565']
['RiotGamesApi_PlatformUI_FindElement', '000000001092C290', '566']
['RiotGamesApi_PlatformUI_GetElementProperty', '000000001092C320', '567']
['RiotGamesApi_PlatformUI_GetElementText', '000000001092C3D0', '568']
['RiotGamesApi_PlatformUI_GetSerializedTree', '000000001092C4B0', '569']
['RiotGamesApi_PlatformUI_Init', '000000001092C5B0', '570']
['RiotGamesApi_PlatformUI_RenderOffscreen', '000000001092C620', '571']
['RiotGamesApi_PlatformUI_RenderOnscreen', '000000001092C800', '572']
['RiotGamesApi_PlatformUI_Renderer_Init', '000000001092C9D0', '573']
['RiotGamesApi_PlatformUI_Renderer_Shutdown', '000000001092C9F0', '574']
['RiotGamesApi_PlatformUI_Shutdown', '000000001092CA10', '575']
['RiotGamesApi_PlatformUI_Update', '000000001092CA50', '576']
['RiotGamesApi_PlatformUI_View_Activate', '000000001092CB70', '577']
['RiotGamesApi_PlatformUI_View_Char', '000000001092CB90', '578']
['RiotGamesApi_PlatformUI_View_Create', '000000001092CBB0', '579']
['RiotGamesApi_PlatformUI_View_Deactivate', '000000001092CCC0', '580']
['RiotGamesApi_PlatformUI_View_GetRenderer', '000000001092CCE0', '581']
['RiotGamesApi_PlatformUI_View_HScroll', '000000001092CD00', '582']
['RiotGamesApi_PlatformUI_View_KeyDown', '000000001092CD20', '583']
['RiotGamesApi_PlatformUI_View_KeyUp', '000000001092CD40', '584']
['RiotGamesApi_PlatformUI_View_MouseButtonDown', '000000001092CD60', '585']
['RiotGamesApi_PlatformUI_View_MouseButtonUp', '000000001092CD80', '586']
['RiotGamesApi_PlatformUI_View_MouseDoubleClick', '000000001092CDA0', '587']
['RiotGamesApi_PlatformUI_View_MouseMove', '000000001092CDC0', '588']
['RiotGamesApi_PlatformUI_View_MouseWheel', '000000001092CDE0', '589']
['RiotGamesApi_PlatformUI_View_Scroll', '000000001092CE00', '590']
['RiotGamesApi_PlatformUI_View_SetSize', '000000001092CE20', '591']
['RiotGamesApi_PlatformUI_View_TouchDown', '000000001092CE40', '592']
['RiotGamesApi_PlatformUI_View_TouchMove', '000000001092CE70', '593']
['RiotGamesApi_PlatformUI_View_TouchUp', '000000001092CEA0', '594']
['RiotLoginLoginResultClear', '000000001018FB60', '595']
['RiotLoginLoginResultInit', '00000000100F4490', '596']
['RiotLoginLoginStatusClear', '000000001018F350', '597']
['RiotLoginLoginStatusInit', '00000000100F3610', '598']
['RiotLoginProductClear', '00000000100F5260', '599']
['RiotLoginProductInit', '00000000100F3710', '600']
['RiotLoginRSOSignOnAttemptEventClear', '000000001018FBB0', '601']
['RiotLoginRSOSignOnAttemptEventInit', '00000000100F4AA0', '602']
['RiotMessagingServiceAcknowledgeBodyClear', '00000000100F4750', '603']
['RiotMessagingServiceAcknowledgeBodyInit', '00000000100F3740', '604']
['RiotMessagingServiceEntitlementsTokenClear', '000000001018FC70', '605']
['RiotMessagingServiceEntitlementsTokenInit', '00000000100F36C0', '606']
['RiotMessagingServiceMessageClear', '000000001018FCD0', '607']
['RiotMessagingServiceMessageInit', '00000000100F42D0', '608']
['RiotMessagingServiceSessionClear', '000000001018FD40', '609']
['RiotMessagingServiceSessionInit', '000000001018FD90', '610']
['RnetSanitizerContainsSanitizedRequestClear', '000000001018FD40', '611']
['RnetSanitizerContainsSanitizedRequestInit', '00000000100F4730', '612']
['RnetSanitizerContainsSanitizedResponseClear', '0000000010117730', '613']
['RnetSanitizerContainsSanitizedResponseInit', '0000000010117730', '614']
['RnetSanitizerSanitizeRequestClear', '000000001018FDC0', '615']
['RnetSanitizerSanitizeRequestInit', '00000000100F46D0', '616']
['RnetSanitizerSanitizeResponseClear', '000000001018FE20', '617']
['RnetSanitizerSanitizeResponseInit', '00000000100F4020', '618']
['RnetSanitizerSanitizerStatusClear', '000000001018FE60', '619']
['RnetSanitizerSanitizerStatusInit', '0000000010118200', '620']
['RsoAuthAccessTokenClear', '000000001018FEB0', '621']
['RsoAuthAccessTokenInit', '00000000100F4C10', '622']
['RsoAuthAuthErrorClear', '00000000100F5260', '623']
['RsoAuthAuthErrorInit', '00000000100F3710', '624']
['RsoAuthAuthHintClear', '000000001018FEF0', '625']
['RsoAuthAuthHintInit', '00000000100F45D0', '626']
['RsoAuthAuthorizationClear', '000000001018FF20', '627']
['RsoAuthAuthorizationInit', '00000000100F46D0', '628']
['RsoAuthAuthorizationRequestClear', '000000001018FF50', '629']
['RsoAuthAuthorizationRequestInit', '000000001018FFC0', '630']
['RsoAuthAuthorizationResponseClear', '0000000010190010', '631']
['RsoAuthAuthorizationResponseInit', '00000000100F3E70', '632']
['RsoAuthAuthorizationUpdateRequestClear', '0000000010190090', '633']
['RsoAuthAuthorizationUpdateRequestInit', '00000000100F45B0', '634']
['RsoAuthConfigV3AMRValuesSupportedClear', '0000000010117710', '635']
['RsoAuthConfigV3AMRValuesSupportedInit', '00000000100F3710', '636']
['RsoAuthConfigV3OpenIdConfigurationClear', '00000000101900E0', '637']
['RsoAuthConfigV3OpenIdConfigurationInit', '00000000100F4730', '638']
['RsoAuthConfigV3PartnerAuthConfigClear', '00000000101900E0', '639']
['RsoAuthConfigV3PartnerAuthConfigInit', '00000000100F4730', '640']
['RsoAuthConfigV3ReadyStateClear', '0000000010117730', '641']
['RsoAuthConfigV3ReadyStateInit', '0000000010117730', '642']
['RsoAuthDeviceIdClear', '0000000010190110', '643']
['RsoAuthDeviceIdInit', '00000000100F4C10', '644']
['RsoAuthGameCenterAuthCredentialsClear', '0000000010190180', '645']
['RsoAuthGameCenterAuthCredentialsInit', '00000000100F36C0', '646']
['RsoAuthGarenaPartnerCredentialsClear', '00000000100F4750', '647']
['RsoAuthGarenaPartnerCredentialsInit', '00000000100F3740', '648']
['RsoAuthGoogleAuthCredentialsClear', '00000000100F4750', '649']
['RsoAuthGoogleAuthCredentialsInit', '00000000100F3740', '650']
['RsoAuthIdTokenClear', '0000000010190200', '651']
['RsoAuthIdTokenInit', '00000000100F4730', '652']
['RsoAuthImplicitAuthorizationClear', '0000000010190230', '653']
['RsoAuthImplicitAuthorizationInit', '00000000100F4AA0', '654']
['RsoAuthMSDKQQPartnerCredentialsClear', '0000000010190280', '655']
['RsoAuthMSDKQQPartnerCredentialsInit', '00000000100F46D0', '656']
['RsoAuthMSDKWeChatPartnerCredentialsClear', '0000000010190280', '657']
['RsoAuthMSDKWeChatPartnerCredentialsInit', '00000000100F46D0', '658']
['RsoAuthMultifactorDetailsClear', '00000000100F5260', '659']
['RsoAuthMultifactorDetailsInit', '00000000100F3710', '660']
['RsoAuthPartnerCredentialsClear', '00000000101902D0', '661']
['RsoAuthPartnerCredentialsInit', '00000000100F45B0', '662']
['RsoAuthPublicClientConfigClear', '00000000100F5260', '663']
['RsoAuthPublicClientConfigInit', '00000000100F3710', '664']
['RsoAuthRSOPlayerCredentialsClear', '000000001018FD40', '665']
['RsoAuthRSOPlayerCredentialsInit', '00000000100F4730', '666']
['RsoAuthSessionCredentialsClear', '00000000101903F0', '667']
['RsoAuthSessionCredentialsInit', '00000000101184D0', '668']
['RsoAuthSessionLoginTokenClear', '0000000010190440', '669']
['RsoAuthSessionLoginTokenInit', '00000000101184D0', '670']
['RsoAuthSessionMultifactorClear', '0000000010190490', '671']
['RsoAuthSessionMultifactorInit', '00000000100F3FC0', '672']
['RsoAuthSessionReauthenticationClear', '00000000100F4750', '673']
['RsoAuthSessionReauthenticationInit', '00000000100F3740', '674']
['RsoAuthSessionResponseClear', '00000000101904C0', '675']
['RsoAuthSessionResponseInit', '0000000010118060', '676']
['RsoAuthSessionSignupClear', '00000000100F5260', '677']
['RsoAuthSessionSignupInit', '00000000100F3710', '678']
['RsoAuthStatusMessageClear', '0000000010190540', '679']
['RsoAuthStatusMessageInit', '00000000100F4020', '680']
['RsoAuthTencentPartnerCredentialsClear', '0000000010190580', '681']
['RsoAuthTencentPartnerCredentialsInit', '00000000100F45B0', '682']
['RsoAuthUserInfoClear', '00000000100F4750', '683']
['RsoAuthUserInfoInit', '00000000100F3740', '684']
['RsoAuthWeGamePartnerCredentialsClear', '000000001018FD40', '685']
['RsoAuthWeGamePartnerCredentialsInit', '00000000100F4730', '686']
['RsoAuthenticatorPluginConfigResponseClear', '0000000010190610', '687']
['RsoAuthenticatorPluginConfigResponseInit', '00000000100F4730', '688']
['RsoAuthenticatorV1AuthMethodConfigArrayClear', '0000000010190650', '689']
['RsoAuthenticatorV1AuthMethodConfigArrayInit', '00000000100F3CC0', '690']
['RsoAuthenticatorV1AuthMethodConfigClear', '00000000101906F0', '691']
['RsoAuthenticatorV1AuthMethodConfigInit', '00000000100F36C0', '692']
['RsoAuthenticatorV1AuthenticateCodeInputClear', '0000000010190750', '693']
['RsoAuthenticatorV1AuthenticateCodeInputInit', '00000000100F4020', '694']
['RsoAuthenticatorV1AuthenticateFacebookInputClear', '0000000010190790', '695']
['RsoAuthenticatorV1AuthenticateFacebookInputInit', '00000000100F45D0', '696']
['RsoAuthenticatorV1AuthenticateGameCenterInputClear', '0000000010190800', '697']
['RsoAuthenticatorV1AuthenticateGameCenterInputInit', '00000000100F42D0', '698']
['RsoAuthenticatorV1AuthenticateNintendoInputClear', '0000000010190840', '699']
['RsoAuthenticatorV1AuthenticateNintendoInputInit', '00000000100F45D0', '700']
['RsoAuthenticatorV1AuthenticateOpenIdConnectInputClear', '0000000010190750', '701']
['RsoAuthenticatorV1AuthenticateOpenIdConnectInputInit', '00000000100F4020', '702']
['RsoAuthenticatorV1AuthenticateRiotIdentityInputClear', '00000000101908A0', '703']
['RsoAuthenticatorV1AuthenticateRiotIdentityInputInit', '00000000100F45D0', '704']
['RsoAuthenticatorV1AuthenticationRedirectInputClear', '00000000100F5260', '705']
['RsoAuthenticatorV1AuthenticationRedirectInputInit', '00000000100F3710', '706']
['RsoAuthenticatorV1AuthenticationResponseClear', '0000000010190900', '707']
['RsoAuthenticatorV1AuthenticationResponseInit', '00000000101909C0', '708']
['RsoAuthenticatorV1FacebookInputClear', '000000001018FD40', '709']
['RsoAuthenticatorV1FacebookInputInit', '00000000100F4730', '710']
['RsoAuthenticatorV1GameCenterInputClear', '0000000010190180', '711']
['RsoAuthenticatorV1GameCenterInputInit', '00000000100F36C0', '712']
['RsoAuthenticatorV1HealupResponseDetailsClear', '00000000101909E0', '713']
['RsoAuthenticatorV1HealupResponseDetailsInit', '00000000100F36C0', '714']
['RsoAuthenticatorV1LoginRequestClear', '00000000100F5260', '715']
['RsoAuthenticatorV1LoginRequestInit', '00000000100F3710', '716']
['RsoAuthenticatorV1NintendoInputClear', '000000001018FD40', '717']
['RsoAuthenticatorV1NintendoInputInit', '00000000100F4730', '718']
['RsoAuthenticatorV1OpenIdConnectInputClear', '00000000100F4750', '719']
['RsoAuthenticatorV1OpenIdConnectInputInit', '00000000100F3740', '720']
['RsoAuthenticatorV1RiotIdentityInputClear', '000000001018FD40', '721']
['RsoAuthenticatorV1RiotIdentityInputInit', '00000000100F4730', '722']
['RsoAuthenticatorV1SignupLinkDetailsClear', '0000000010190A20', '723']
['RsoAuthenticatorV1SignupLinkDetailsInit', '00000000100F4C10', '724']
['RsoAuthenticatorV1SignupResponseDetailsClear', '0000000010190A60', '725']
['RsoAuthenticatorV1SignupResponseDetailsInit', '0000000010117FF0', '726']
['RsoAuthenticatorV1SuccessResponseDetailsClear', '000000001018FD40', '727']
['RsoAuthenticatorV1SuccessResponseDetailsInit', '00000000100F4730', '728']
['RsoAuthenticatorV1WebAuthenticationUrlRequestClear', '0000000010190AD0', '729']
['RsoAuthenticatorV1WebAuthenticationUrlRequestInit', '00000000100F42D0', '730']
['RsoMobileUiAccountPromotionStatusClear', '00000000100F5260', '731']
['RsoMobileUiAccountPromotionStatusInit', '00000000100F3710', '732']
['RsoMobileUiEULAUIInitiateClear', '0000000010190B60', '733']
['RsoMobileUiEULAUIInitiateInit', '0000000010118200', '734']
['RsoMobileUiEULAUIStatusClear', '00000000100F4750', '735']
['RsoMobileUiEULAUIStatusInit', '00000000100F3740', '736']
['RsoMobileUiEULAUIV2AgreementClear', '0000000010117730', '737']
['RsoMobileUiEULAUIV2AgreementInit', '0000000010117730', '738']
['RsoMobileUiEULAUIV2ConfigClear', '00000000100F5260', '739']
['RsoMobileUiEULAUIV2ConfigInit', '00000000100F3710', '740']
['RsoMobileUiEULAUIV2StatusClear', '00000000100F4750', '741']
['RsoMobileUiEULAUIV2StatusInit', '00000000100F3740', '742']
['RsoMobileUiGameOutOfDateUIInitiateClear', '00000000100F5260', '743']
['RsoMobileUiGameOutOfDateUIInitiateInit', '00000000100F3710', '744']
['RsoMobileUiIOSEventInfoClear', '000000001018FD40', '745']
['RsoMobileUiIOSEventInfoInit', '00000000100F4730', '746']
['RsoMobileUiLoginInitiateRequestClear', '0000000010190C00', '747']
['RsoMobileUiLoginInitiateRequestInit', '0000000010190C50', '748']
['RsoMobileUiLoginStatusClear', '0000000010190C70', '749']
['RsoMobileUiLoginStatusInit', '0000000010190CC0', '750']
['RsoMobileUiLoginStrategyInfoArrayClear', '0000000010190CF0', '751']
['RsoMobileUiLoginStrategyInfoArrayInit', '00000000100F3CC0', '752']
['RsoMobileUiLoginStrategyInfoClear', '0000000010190D60', '753']
['RsoMobileUiLoginStrategyInfoInit', '0000000010190D90', '754']
['RsoMobileUiPromoteInitiateRequestClear', '00000000100F3740', '755']
['RsoMobileUiPromoteInitiateRequestInit', '00000000100F3740', '756']
['RsoMobileUiRegionElectionV1EligibilityResponseClear', '0000000010143AB0', '757']
['RsoMobileUiRegionElectionV1EligibilityResponseInit', '0000000010143AE0', '758']
['RsoMobileUiRegionElectionV1InitiateRequestClear', '00000000100F4750', '759']
['RsoMobileUiRegionElectionV1InitiateRequestInit', '00000000100F3740', '760']
['RsoMobileUiRegionElectionV1RegionElectionClear', '0000000010190DB0', '761']
['RsoMobileUiRegionElectionV1RegionElectionInit', '0000000010190E10', '762']
['RsoMobileUiRegionElectionV1UpdateRequestClear', '00000000100F4750', '763']
['RsoMobileUiRegionElectionV1UpdateRequestInit', '00000000100F3740', '764']
['RsoMobileUiVngV1RegistrationUIStatusClear', '00000000100F4750', '765']
['RsoMobileUiVngV1RegistrationUIStatusInit', '00000000100F3740', '766']
['ScdCookieArrayClear', '0000000010190E40', '767']
['ScdCookieArrayInit', '00000000100F3CC0', '768']
['ScdCookieClear', '000000001018FD40', '769']
['ScdCookieInit', '00000000100F4730', '770']
['ScdCookiesClear', '0000000010190ED0', '771']
['ScdCookiesInit', '0000000010190F00', '772']
['StringArrayClear', '00000000100F5890', '773']
['StringKVArrayClear', '00000000100F58E0', '774']
['Uint16ArrayClear', '00000000100F3750', '775']
['Uint16KVArrayClear', '00000000100F5840', '776']
['Uint32ArrayClear', '00000000100F3750', '777']
['Uint32KVArrayClear', '00000000100F56F0', '778']
['Uint64ArrayClear', '00000000100F3750', '779']
['Uint64KVArrayClear', '00000000100F53E0', '780']
['Uint8ArrayClear', '00000000100F3750', '781']
['Uint8KVArrayClear', '00000000100F3770', '782']
['VoiceChatAudioPropertiesResourceClear', '0000000010190F20', '783']
['VoiceChatAudioPropertiesResourceInit', '0000000010190F20', '784']
['VoiceChatDeviceResourceArrayClear', '0000000010190F40', '785']
['VoiceChatDeviceResourceArrayInit', '00000000100F3CC0', '786']
['VoiceChatDeviceResourceClear', '0000000010190FC0', '787']
['VoiceChatDeviceResourceInit', '0000000010191000', '788']
['VoiceChatKeyComboArrayClear', '0000000010191020', '789']
['VoiceChatKeyComboArrayInit', '00000000100F3CC0', '790']
['VoiceChatKeyComboClear', '0000000010191090', '791']
['VoiceChatKeyComboInit', '00000000100F4730', '792']
['VoiceChatParticipantResourceArrayClear', '00000000101910D0', '793']
['VoiceChatParticipantResourceArrayInit', '00000000100F3CC0', '794']
['VoiceChatParticipantResourceClear', '0000000010191160', '795']
['VoiceChatParticipantResourceInit', '00000000100F53C0', '796']
['VoiceChatPushToTalkKeyArrayClear', '00000000101911B0', '797']
['VoiceChatPushToTalkKeyArrayInit', '00000000100F3CC0', '798']
['VoiceChatPushToTalkKeyClear', '00000000100F5260', '799']
['VoiceChatPushToTalkKeyInit', '00000000100F3710', '800']
['VoiceChatPushToTalkResourceClear', '0000000010191210', '801']
['VoiceChatPushToTalkResourceInit', '00000000100F4020', '802']
['VoiceChatSessionResourceArrayClear', '0000000010191250', '803']
['VoiceChatSessionResourceArrayInit', '00000000100F3CC0', '804']
['VoiceChatSessionResourceClear', '00000000101912F0', '805']
['VoiceChatSessionResourceInit', '0000000010191350', '806']
['VoiceChatSettingsResourceClear', '0000000010191370', '807']
['VoiceChatSettingsResourceInit', '00000000100F53C0', '808']
['VoiceChatStateResourceClear', '0000000010117730', '809']
['VoiceChatStateResourceInit', '0000000010117730', '810']
['VoiceChatUnnormalizedKeyComboArrayClear', '0000000010191020', '811']
['VoiceChatUnnormalizedKeyComboArrayInit', '00000000100F3CC0', '812']
['VoiceChatUnnormalizedKeyComboClear', '0000000010191090', '813']
['VoiceChatUnnormalizedKeyComboInit', '00000000100F4730', '814']
['VoiceChatUnnormalizedPushToTalkKeyArrayClear', '00000000101911B0', '815']
['VoiceChatUnnormalizedPushToTalkKeyArrayInit', '00000000100F3CC0', '816']
['VoiceChatUnnormalizedPushToTalkKeyClear', '00000000100F5260', '817']
['VoiceChatUnnormalizedPushToTalkKeyInit', '00000000100F3710', '818']
['VoiceChatUnnormalizedPushToTalkResourceClear', '0000000010191210', '819']
['VoiceChatUnnormalizedPushToTalkResourceInit', '00000000100F4020', '820']
['VoiceChatUpdateParticipantResourceClear', '00000000100F5260', '821']
['VoiceChatUpdateParticipantResourceInit', '00000000100F3710', '822']
['VoiceChatUpdateSessionResourceClear', '000000001018FD40', '823']
['VoiceChatUpdateSessionResourceInit', '00000000100F4730', '824']
['VoiceChatUpdateSettingsResourceClear', '00000000101913B0', '825']
['VoiceChatUpdateSettingsResourceInit', '00000000100F4AA0', '826']
['TlsCallback_0', '0000000010CC4320', '827']
['TlsCallback_1', '000000001005692F', '828']
['TlsCallback_2', '0000000010BA81E0', '829']
